name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_kilometer
Maruti Alto LXi,2009,170000,90000,Petrol,Individual,Manual,Third Owner,19.41878335651954,796.0,46.3,5.0,16,8754.410452955863
Maruti Swift ZDI Plus,2018,700000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,7,36047.57245334767
Mahindra Bolero 2011-2019 SLE BSIII,2014,500000,48300,Diesel,Individual,Manual,Second Owner,19.41878335651954,2523.0,62.1,7.0,11,25748.266038105477
Maruti Wagon R AX Minor,2007,80000,63000,Petrol,Individual,Automatic,Third Owner,19.41878335651954,1061.0,67.0,5.0,18,4119.722566096877
Honda City 2017-2020 EXi,2008,105000,110000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1497.0,78.0,5.0,17,5407.13586800215
Maruti Swift Dzire LDI,2016,425000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1248.0,74.0,5.0,9,21886.026132389656
Hyundai i20 2015-2017 Sportz 1.2,2017,625000,23511,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,8,32185.33254763185
Hyundai i20 1.2 Spotz,2017,640000,22512,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,8,32957.780528775016
Hyundai i10 Magna 1.2 iTech SE,2010,180000,120000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,78.9,5.0,15,9269.375773717973
Maruti Ritz VDi,2009,155000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,73.9,5.0,16,7981.962471812699
Maruti Wagon R LX Minor,2007,85000,100000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1061.0,67.0,5.0,18,4377.205226477931
Hyundai i10 Magna 1.2 iTech SE,2011,250000,70000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,78.9,5.0,14,12874.133019052739
Hyundai Verna 1.6 VTVT AT SX,2017,1000000,15000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1591.0,121.3,5.0,8,51496.532076210955
Datsun GO A EPS,2016,350000,16500,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,67.0,5.0,9,18023.786226673834
Maruti Swift Dzire ZDI,2018,740000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.02,5.0,7,38107.43373639611
Datsun RediGO 1.0 S,2018,300000,19000,Petrol,Individual,Manual,First Owner,19.41878335651954,999.0,67.0,5.0,7,15448.959622863287
Volkswagen Ameo 1.5 TDI Comfortline,2017,550000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,108.62,5.0,8,28323.092641916028
Mahindra Bolero 2011-2019 SLX,2017,710000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,8,36562.53777410978
Mahindra Bolero 2011-2019 SLX,2017,700000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,8,36047.57245334767
Mahindra Bolero 2011-2019 SLE BSIII,2016,550000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,9,28323.092641916028
Hyundai i10 Sportz 1.1L LPG,2015,375000,60000,LPG,Individual,Manual,First Owner,19.41878335651954,1086.0,68.05,5.0,10,19311.19952857911
Tata Safari DICOR 2.2 EX 4x2,2015,600000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,138.03,7.0,10,30897.919245726574
Maruti Swift VDI,2013,380000,76000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,12,19568.682188960163
Maruti 800 DX,1998,45000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,796.0,37.0,4.0,27,2317.3439434294933
Toyota Innova 2.5 G4 Diesel 8-seater,2010,450000,210000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2494.0,102.0,8.0,15,23173.43943429493
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,475000,128000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2523.0,63.0,9.0,10,24460.852736200206
Renault Triber RXZ BSIV,2019,650000,5000,Petrol,Individual,Manual,First Owner,19.41878335651954,999.0,72.0,7.0,6,33472.745849537125
Maruti Wagon R LXI LPG BSIV,2011,200000,70000,LPG,Individual,Manual,First Owner,19.41878335651954,998.0,58.2,5.0,14,10299.306415242192
Maruti Swift VDI,2013,350000,85000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,12,18023.786226673834
Maruti Vitara Brezza ZDi AMT,2018,911999,25000,Diesel,Individual,Automatic,First Owner,19.41878335651954,1248.0,88.5,5.0,7,46964.78575697232
Maruti Swift Dzire VXI 1.2,2018,650000,15000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,7,33472.745849537125
Maruti Swift Dzire VXi,2012,350000,30000,Petrol,Individual,Manual,First Owner,19.41878335651954,1298.0,85.8,5.0,13,18023.786226673834
Maruti Omni E MPI STD BS IV,2016,190000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,34.2,8.0,9,9784.341094480082
Hyundai Verna CRDi 1.6 SX Option,2019,1200000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1582.0,126.2,5.0,6,61795.83849145315
Mahindra Bolero 2011-2019 EX NON AC,2013,305000,160000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,12,15706.442283244342
Hyundai Creta 1.6 CRDi SX,2015,850000,108000,Diesel,Individual,Manual,First Owner,19.41878335651954,1582.0,126.2,5.0,10,43772.05226477931
Volkswagen Jetta 2.0 TDI Comfortline,2011,350000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1896.0,105.0,5.0,14,18023.786226673834
Hyundai Santro Xing GLS,2010,180000,55000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1086.0,62.1,5.0,15,9269.375773717973
Tata New Safari Dicor GX 4X2 BS IV,2008,200000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,138.1,7.0,17,10299.306415242192
Toyota Etios GD,2011,375000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,82.0,5.0,14,19311.19952857911
Honda Brio E MT,2012,229999,110000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,86.8,5.0,13,11844.150880996443
Maruti Wagon R VXI,2006,135000,62900,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.1,5.0,19,6952.031830288479
Volkswagen Jetta 2.0L TDI Highline,2011,425000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1968.0,138.1,5.0,14,21886.026132389656
Mahindra XUV500 W10 2WD,2016,1350000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,140.0,7.0,9,69520.3183028848
Ford Endeavour 4x2 XLT Limited Edition,2009,480000,70000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2499.0,143.0,7.0,16,24718.33539658126
Maruti Swift Dzire LDI,2017,455000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.02,5.0,8,23430.922094675985
Maruti Wagon R VXI Optional,2015,320000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,10,16478.890264387508
Hyundai Elite i20 Sportz Plus BSIV,2019,693000,4000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,6,35687.09672881419
Maruti Vitara Brezza ZDi Plus,2017,830000,35000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,42742.121623255094
Hyundai Grand i10 Sportz,2016,470000,13500,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,82.0,5.0,9,24203.37007581915
Honda City i VTEC CVT VX,2017,1100000,26000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1497.0,117.3,5.0,8,56646.185283832056
Tata Zest Quadrajet 1.3 XM,2016,325000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.7,5.0,9,16736.372924768562
Hyundai EON Magna Plus,2014,215000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,814.0,55.2,5.0,11,11071.754396385355
Maruti Swift VXI,2018,560000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,7,28838.057962678136
Maruti Celerio VXI AT,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,19.41878335651954,998.0,67.04,5.0,8,20598.612830484384
Hyundai Santro GLS I - Euro I,1999,60000,140000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1248.0,82.0,5.0,26,3089.7919245726575
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,725000,45000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,98.96,5.0,8,37334.98575525294
Honda Brio 1.2 VX MT,2014,325000,52442,Petrol,Trustmark Dealer,Manual,Second Owner,19.41878335651954,1198.0,86.8,5.0,11,16736.372924768562
Hyundai i10 Magna,2013,229999,39000,Petrol,Dealer,Manual,First Owner,19.41878335651954,1197.0,78.9,5.0,12,11844.150880996443
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,400000,42000,Petrol,Dealer,Automatic,First Owner,19.41878335651954,1796.0,186.0,5.0,18,20598.612830484384
Volkswagen Polo 1.2 MPI Highline,2015,449000,34156,Petrol,Dealer,Manual,First Owner,19.41878335651954,1198.0,74.0,5.0,10,23121.94290221872
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,455000,34152,Petrol,Dealer,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,8,23430.922094675985
Audi A4 35 TDI Premium Plus,2015,1750000,37000,Diesel,Dealer,Automatic,First Owner,19.41878335651954,1968.0,187.74,5.0,10,90118.93113336917
Toyota Innova Crysta 2.8 GX AT BSIV,2017,1390000,98000,Diesel,Dealer,Automatic,First Owner,19.41878335651954,2755.0,171.5,7.0,8,71580.17958593323
Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Dealer,Manual,First Owner,19.41878335651954,1591.0,121.3,5.0,6,59221.0118876426
Hyundai i20 1.2 Magna Executive,2018,650000,62841,Petrol,Trustmark Dealer,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,7,33472.745849537125
Hyundai Creta 1.6 CRDi SX,2016,950000,38600,Diesel,Dealer,Manual,First Owner,19.41878335651954,1582.0,126.2,5.0,9,48921.70547240041
Maruti Swift Dzire AMT ZDI Plus,2018,698000,27654,Diesel,Dealer,Automatic,First Owner,19.41878335651954,1248.0,74.02,5.0,7,35944.57938919525
Hyundai Creta 1.6 CRDi SX,2017,975000,48698,Diesel,Dealer,Manual,First Owner,19.41878335651954,1582.0,126.2,5.0,8,50209.11877430569
Maruti Wagon R VXI AMT 1.2,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,19.41878335651954,1197.0,81.8,5.0,7,22915.956773913877
Tata Zest Quadrajet 1.3 75PS XM,2018,539000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,7,27756.630789077706
Maruti Swift Vdi BSIII,2010,350000,110000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,1248.0,75.0,5.0,15,18023.786226673834
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011,550000,260000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,2179.0,120.0,8.0,14,28323.092641916028
Renault Duster 85PS Diesel RxE,2015,550000,130000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1461.0,83.8,5.0,10,28323.092641916028
Volkswagen Polo Diesel Highline 1.2L,2011,330000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1199.0,73.9,5.0,14,16993.855585149617
Hyundai EON Era Plus,2014,220000,80000,Petrol,Individual,Manual,Third Owner,19.41878335651954,814.0,55.2,5.0,11,11329.237056766411
Maruti Ritz ZXi,2013,415000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,85.8,5.0,12,21371.060811627547
Maruti Alto LX BSIII,2007,150000,75000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,46.3,5.0,18,7724.479811431644
Hyundai Getz GLS,2005,150000,89000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1341.0,83.0,5.0,20,7724.479811431644
Hyundai Verna CRDi ABS,2007,240000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1493.0,110.0,5.0,18,12359.16769829063
Maruti Alto LX BSIII,2009,170000,90000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,16,8754.410452955863
Maruti Ciaz ZDi Plus SHVS,2015,550000,40000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1248.0,88.5,5.0,10,28323.092641916028
Nissan Micra Fashion Edition XL CVT,2017,500000,26000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1198.0,76.0,5.0,8,25748.266038105477
Mahindra Xylo D2,2011,180000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2489.0,95.0,8.0,14,9269.375773717973
Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,82.0,6.0,8,18538.751547435946
Maruti Swift Dzire VXI,2014,400000,120000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,85.8,5.0,11,20598.612830484384
Hyundai Accent GLE,2009,120000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1495.0,94.0,5.0,16,6179.583849145315
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,765000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,88.5,5.0,9,39394.847038301385
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,919999,90150,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,9,47376.758013582
Toyota Platinum Etios 1.4 GXD,2018,730000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1364.0,67.05,5.0,7,37592.468415634
Tata Zest Quadrajet 1.3 75PS XM,2016,320000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,9,16478.890264387508
Honda Amaze S i-Dtech,2015,455000,90000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1498.0,98.6,5.0,10,23430.922094675985
Datsun GO T Option BSIV,2015,350000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,67.0,5.0,10,18023.786226673834
Mahindra TUV 300 T8,2016,509999,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1493.0,100.0,7.0,9,26263.179862335513
Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,19.41878335651954,1405.0,70.0,5.0,14,9011.893113336917
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,178000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,63.0,9.0,12,16736.372924768562
Tata Indigo CS GLS BSIII,2011,120000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1193.0,65.0,5.0,14,6179.583849145315
Hyundai i10 Sportz,2014,300000,30000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,78.9,5.0,11,15448.959622863287
Honda City i DTEC E,2015,500000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,98.6,5.0,10,25748.266038105477
Maruti Baleno Delta 1.2,2016,562000,25339,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,83.1,5.0,9,28941.05102683056
Hyundai EON Magna Plus,2014,250000,10000,Petrol,Individual,Manual,First Owner,19.41878335651954,814.0,55.2,5.0,11,12874.133019052739
Tata Zest Quadrajet 1.3 XT,2017,484999,35000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.7,5.0,8,24975.76656043024
Hyundai i10 Sportz,2013,280000,35000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,78.9,5.0,12,14419.028981339068
Maruti Ertiga VDI,2015,571000,68000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,88.76,7.0,10,29404.519815516458
Maruti Swift VXI,2013,400000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,85.8,5.0,12,20598.612830484384
Tata Indigo CS LS (TDI) BS-III,2015,295000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1405.0,69.01,5.0,10,15191.476962482233
Mahindra Bolero LX,2006,210000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,82.0,5.0,19,10814.2717360043
Ford Figo Petrol EXI,2011,250000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,70.0,5.0,14,12874.133019052739
Mahindra Bolero 2011-2019 SLE,2015,610000,40000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2523.0,62.1,7.0,10,31412.884566488683
Tata Indica Vista Quadrajet VX,2012,175000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,13,9011.893113336917
Ford Figo Diesel Titanium,2011,204999,70000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,68.0,5.0,14,10556.73757909117
Mahindra XUV500 W8 2WD,2013,750000,80000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,140.0,7.0,12,38622.39905715822
Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Dealer,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,8,30331.457392888253
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2494.0,102.0,8.0,20,15963.924943625398
Tata Sumo EX,2016,445000,63000,Diesel,Dealer,Manual,First Owner,19.41878335651954,2956.0,83.8,9.0,9,22915.956773913877
Mahindra Bolero B4,2015,445000,62000,Diesel,Dealer,Manual,First Owner,19.41878335651954,1498.0,74.96,7.0,10,22915.956773913877
Tata New Safari 3L Dicor LX 4x2,2012,450000,68240,Diesel,Dealer,Manual,First Owner,19.41878335651954,2956.0,138.1,7.0,13,23173.43943429493
Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Dealer,Manual,First Owner,19.41878335651954,1997.0,120.0,7.0,17,23173.43943429493
Maruti Swift VDI BSIV,2017,525000,38000,Diesel,Dealer,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,8,27035.679340010753
Maruti Wagon R VXI,2010,200000,35000,Petrol,Dealer,Manual,First Owner,19.41878335651954,998.0,67.1,5.0,15,10299.306415242192
Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Dealer,Manual,First Owner,19.41878335651954,1197.0,85.8,5.0,7,31464.381098564896
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999,39000,Diesel,Dealer,Manual,First Owner,19.41878335651954,1582.0,126.2,5.0,9,42227.10480596091
Hyundai Creta 1.4 CRDi S,2016,825000,39000,Diesel,Dealer,Manual,First Owner,19.41878335651954,1396.0,88.7,5.0,9,42484.63896287404
Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Dealer,Manual,First Owner,19.41878335651954,1498.0,98.96,5.0,10,30846.422713650365
Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Dealer,Manual,First Owner,19.41878335651954,1197.0,85.0,5.0,7,25233.30071734337
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,1193.0,88.7,5.0,5,25748.266038105477
Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Dealer,Manual,First Owner,19.41878335651954,2179.0,140.0,7.0,8,56646.185283832056
Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Individual,Manual,First Owner,19.41878335651954,1194.0,94.93,5.0,6,34760.1591514424
Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,138.0,7.0,7,69520.3183028848
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,7,29353.023283440245
Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,8,23430.922094675985
Hyundai EON Era Plus,2013,165000,45000,Petrol,Individual,Manual,Second Owner,19.41878335651954,814.0,55.2,5.0,12,8496.927792574808
Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,19.41878335651954,1497.0,117.3,5.0,9,47634.29217049514
Tata Indigo CS eLX BS IV,2014,215000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1396.0,69.01,5.0,11,11071.754396385355
Maruti Swift VXI Optional,2016,470000,23700,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,9,24203.37007581915
Maruti Swift VXI Deca,2016,470000,23700,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,9,24203.37007581915
Maruti Ciaz ZDi Plus SHVS,2017,650000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,33472.745849537125
Renault Captur 1.5 Diesel RXT,2017,900000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1461.0,108.45,5.0,8,46346.87886858986
Ford Fiesta 1.6 SXI ABS Duratec,2011,325000,53287,Petrol,Dealer,Manual,First Owner,19.41878335651954,1248.0,82.0,5.0,14,16736.372924768562
Ford Fiesta Classic 1.4 SXI Duratorq,2009,190000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,67.0,5.0,16,9784.341094480082
Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.73,5.0,8,36820.020434490834
Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1396.0,69.01,5.0,12,11741.157816844023
Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,936.0,56.3,5.0,10,10299.306415242192
Maruti Wagon R LXI CNG,2017,400000,110000,CNG,Individual,Manual,First Owner,19.41878335651954,998.0,58.16,5.0,8,20598.612830484384
Maruti Ertiga SHVS VDI,2016,725000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,7.0,9,37334.98575525294
Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1399.0,68.05,5.0,11,15448.959622863287
Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,1151000,69500,Diesel,Individual,Manual,Second Owner,19.41878335651954,2494.0,100.6,8.0,9,59272.50841971881
Datsun GO T BSIV,2014,225000,33000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,67.0,5.0,11,11586.719717147465
Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Individual,Manual,First Owner,19.41878335651954,1086.0,68.05,5.0,9,19568.682188960163
Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,6,32442.815208012904
Hyundai i10 Magna 1.2 iTech SE,2014,351000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,78.9,5.0,11,18075.282758750047
Skoda Fabia 1.2 TDI Active Plus,2012,199000,50000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1199.0,75.0,5.0,13,10247.80988316598
Tata Hexa XE,2017,850000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,147.94,7.0,8,43772.05226477931
Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,75.0,5.0,15,5407.13586800215
Tata Manza Aura (ABS) Quadrajet,2010,300000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1248.0,90.0,5.0,15,15448.959622863287
Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,950000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.6,7.0,9,48921.70547240041
Mahindra TUV 300 T8,2015,430000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1493.0,100.0,7.0,10,22143.50879277071
Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,80000,Diesel,Individual,Automatic,First Owner,19.41878335651954,3198.0,197.0,7.0,9,108142.71736004301
Hyundai Grand i10 1.2 CRDi Sportz,2018,540000,30000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,7,27808.127321153916
Hyundai Santro Xing GL LPG,2012,175000,60000,LPG,Individual,Manual,Second Owner,19.41878335651954,1086.0,63.0,5.0,13,9011.893113336917
Hyundai Creta 1.6 CRDi AT SX Plus,2018,1150000,44000,Diesel,Individual,Automatic,First Owner,19.41878335651954,1582.0,126.2,5.0,7,59221.0118876426
Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,47.3,5.0,5,18023.786226673834
Hyundai Elite i20 Petrol Asta Option,2019,690000,18000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,6,35532.60713258556
Hyundai i20 Asta 1.4 CRDi,2015,535000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.73,5.0,10,27550.64466077286
Maruti Vitara Brezza ZDi Plus,2016,730000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,9,37592.468415634
Hyundai EON Era Plus,2016,280000,19000,Petrol,Individual,Manual,First Owner,19.41878335651954,814.0,55.2,5.0,9,14419.028981339068
Maruti Swift AMT ZXI,2019,650000,33000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,81.8,5.0,6,33472.745849537125
Toyota Innova 2.5 GX 7 STR,2012,520000,162000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,2494.0,102.0,7.0,13,26778.1966796297
Hyundai Xcent 1.2 VTVT E,2020,360000,65000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,81.86,5.0,5,18538.751547435946
Maruti Swift Dzire Vdi BSIV,2011,250000,170000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,73.9,5.0,14,12874.133019052739
Volkswagen Ameo 1.5 TDI Trendline,2017,575000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,108.62,5.0,8,29610.5059438213
Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1396.0,69.0,5.0,13,8754.410452955863
Maruti Vitara Brezza LDi Option,2017,711000,53000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,36614.03430618599
Maruti Wagon R VXI BSIII,2013,250000,90000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.1,5.0,12,12874.133019052739
Maruti Swift Dzire VDI Optional,2017,675000,35000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,8,34760.1591514424
Maruti Wagon R VXI BS IV,2016,325000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,9,16736.372924768562
Maruti Alto 800 LXI,2016,250000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,47.3,5.0,9,12874.133019052739
Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Individual,Automatic,First Owner,19.41878335651954,1248.0,74.0,5.0,6,38107.43373639611
Honda CR-V 2.4L 4WD AT AVN,2017,1750000,73000,Petrol,Dealer,Automatic,First Owner,19.41878335651954,2354.0,187.4,5.0,8,90118.93113336917
Maruti Ciaz 1.3 Alpha,2017,800000,28050,Diesel,Dealer,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,41197.22566096877
Honda CR-V 2.4L 4WD AT AVN,2017,1825000,58000,Petrol,Dealer,Automatic,First Owner,19.41878335651954,2354.0,187.4,5.0,8,93981.17103908499
